order,ObjectID,ObjectName,CollectionID,Collection,DateBeginYear,DateEndYear,DateText,Title,Classification,Creator,PrimaryImage
1533,19065,kakemono; scroll paintings,1,East Asian Art,1740,1795,1740-1795,Calligraphy,Painting & Drawing,"Qian Feng (Chinese, 1740-1795)",http://static.thewalters.org/images/PS1_35.181_Fnt_DD_T09.jpg
1534,19076,color woodcuts,1,East Asian Art,1857,1857,1857,Miura mekake Wakakusa,Prints,"Utagawa Toyokuni III (Japanese, 1786-1864)",http://static.thewalters.org/images/PS3_95.128_Fnt_DD_JP09.jpg
1535,19094,oil paintings (visual works); cassoni,8,Renaissance and Baroque Art,1488,1512,ca. 1500,The Triumph of Venus,Painting & Drawing,"Pseudo Granacci (Italian, active ca. 1490-1525)",http://static.thewalters.org/images/PL9_37.458_Fnt_SL_T.jpg
1536,19109,color woodcuts; reproductions,1,East Asian Art,1778,1802,ca. 1790,Reproduction: Pair of White Pheasants,Prints,Keisai (Japanese),http://static.thewalters.org/images/PS3_95.4_Fnt_DD_JP09.jpg
1537,19111,watercolors (paintings),7,18th and 19th Century Art,1863,1863,1863,Marseilles,Painting & Drawing,"F\xc3\xa9lix Fran\xc3\xa7ois Georges Philibert Ziem (French, 1821-1911)",http://static.thewalters.org/images/ARG_37.960_Fnt_BW.jpg
1538,19117,watercolors (paintings),7,18th and 19th Century Art,1859,1860,1859-1860,Man in Costume,Painting & Drawing,"Paul Gavarni (French, 1804-1866)",http://static.thewalters.org/images/PS1_37.1496_Fnt_DD_T13.jpg
1539,19122,watercolors (paintings),7,18th and 19th Century Art,1859,1865,1859-1865,Peasant Girl,Painting & Drawing,"Paul Gavarni (French, 1804-1866)",http://static.thewalters.org/images/PS1_37.1434_Fnt_DD_T13.jpg
1540,19136,oil paintings (visual works),7,18th and 19th Century Art,1875,1875,1875,"La Huerta del Retiro, Seville",Painting & Drawing,"Mart\xc3\xadn Rico y Ortega (Spanish, 1833-1908)",http://static.thewalters.org/images/PL7_37.185_Fnt_TR_C80III.jpg
1541,19138,woodblock prints,1,East Asian Art,1835,1859,ca. 1847-52,Chuko kyoka awase,Prints,"Konishi Hirosada (Japanese, 1810-1864)",http://static.thewalters.org/images/PS3_95.311_Fnt_DD_JP09.jpg
1542,19149,watercolors (paintings),7,18th and 19th Century Art,1836,1836,1836,Fishing Boats,Painting & Drawing,"Eug\xc3\xa8ne Isabey (French, 1803-1886)",http://static.thewalters.org/images/PL1_37.889_Fnt_TR_T99II.jpg
1543,19161,paintings,7,18th and 19th Century Art,1859,1859,1859,The Amateur,Painting & Drawing,"Victor-Joseph Chavet (French, 1822-1906)",http://static.thewalters.org/images/PL2_37.204_Fnt_BW_T83.jpg
1544,19162,kakemono; scroll paintings,1,East Asian Art,1701,1800,18th century,White Heron and Sparrows among Flowers,Painting & Drawing,Japanese,http://static.thewalters.org/images/PL2_35.85_Fnt_NF_C37.jpg
1545,19189,oil paintings (visual works),8,Renaissance and Baroque Art,1525,1850,16th century or later,The Death of St. Peter Martyr (after Titian),Painting & Drawing,Venetian (Italian),http://static.thewalters.org/images/PL7_37.990_Fnt_BW.jpg
1546,19198,watercolors (paintings),7,18th and 19th Century Art,1858,1860,1858-1860,Hunting the Elk,Painting & Drawing,"Alfred Jacob Miller (American, 1810-1874)",http://static.thewalters.org/images/PS3_37.1940.113_FntCc_DD_KI13.jpg
1547,19201,watercolors (paintings),7,18th and 19th Century Art,1863,1863,1863,Basket of Apples,Painting & Drawing,"L\xc3\xa9on Bonvin (French, 1834-1866)",http://static.thewalters.org/images/PS1_37.1525_Fnt_DD_T12.jpg
1548,19210,paintings,7,18th and 19th Century Art,1888,1912,ca. 1900,Portrait of Jennie Walters Delano (1853-1922),Painting & Drawing,"Theobald Chartran (French, 1849-1907)",http://static.thewalters.org/images/PL2_37.2490_Fnt_BW_H73.jpg
1549,19242,paintings,8,Renaissance and Baroque Art,1650,1650,1650,Allegory of Arithmetic,Painting & Drawing,"Laurent de La Hyre (French, 1606-1656)",http://static.thewalters.org/images/PL1_37.1917_Fnt_TR_T99II.jpg
1550,19250,paintings,8,Renaissance and Baroque Art,1588,1612,ca. 1600,Virgin and Child in a Landscape,Painting & Drawing,German,http://static.thewalters.org/images/PL2_37.383_Fnt_TR_II.jpg
1551,19255,albums (books); paintings; folios (leaves),1,East Asian Art,1876,1876,1876,"Leaf from Album Depicting Birds, Flowers, Landscapes, and Flower Pots",Painting & Drawing,"Yoshizawa Setsuan (Japanese, 1809-1889)",http://static.thewalters.org/images/PS3_35.174.2A_Fnt_DD_T09.jpg
1552,19262,paintings; triptychs,8,Renaissance and Baroque Art,1418,1442,ca. 1430,Madonna and Child,Painting & Drawing,"Michele di Matteo (Italian, active 1416-1469)",http://static.thewalters.org/images/PL7_37.513_Fnt_BW.jpg
1553,19277,paintings,7,18th and 19th Century Art,1748,1798,ca. 1773,Portrait of an Officer,Painting & Drawing,"Tilly Kettle (English, 1735-1786)",http://static.thewalters.org/images/PS1_37.2524_Fnt_DD_T12.jpg
1554,19288,paintings,8,Renaissance and Baroque Art,1601,1700,17th century,Landscape with Horsemen and Cattle,Painting & Drawing,"Attributed to Johann Heinrich Roos (German, 1631-1685)",http://static.thewalters.org/images/PL7_37.561_Fnt_BW_H46.jpg
1555,19293,color woodcuts,1,East Asian Art,1864,1864,1864,Chushin gishi meimei den,Prints,"Yoshitora (Japanese, active ca. 1850-1880)",http://static.thewalters.org/images/PS3_95.811_Fnt_DD_JP09.jpg
1556,19296,color woodcuts,1,East Asian Art,1852,1852,1852,"Festival Scene: Fan Seller, Geta Seller, Mum Seller, and Goldfish Seller",Prints,"Ando Hiroshige (Japanese, 1797-1858)",http://static.thewalters.org/images/PS3_95.64_Fnt_DD_JP09.jpg
1557,19320,oil paintings (visual works),8,Renaissance and Baroque Art,1718,1742,ca. 1730,The Penitent Magdalene,Painting & Drawing,Venetian (Italian),http://static.thewalters.org/images/PS1_37.1166_Fnt_DD_T16-tms.jpg
1558,19321,woodblock prints,1,East Asian Art,1852,1852,1852,Tokaido Gojusan Tsugi no Uchi,Prints,"Utagawa Toyokuni III (Japanese, 1786-1864)",http://static.thewalters.org/images/PS3_95.761_Fnt_DD_JP09-2.jpg
1559,19345,woodblock prints,1,East Asian Art,1850,1859,1850s,Naozane's Challenge,Prints,"Konishi Hirosada (Japanese, 1810-1864)",http://static.thewalters.org/images/PS3_95.714_Fnt_DD_JP09.jpg
1560,19370,drawings (visual works),7,18th and 19th Century Art,1848,1868,ca. 1860,Courtier Standing by a Column,Painting & Drawing,"Adolphe-Ren\xc3\xa9 Lefevre (French, 1834-1868)",http://static.thewalters.org/images/ARG_37.1630_Fnt_UK.jpg
1561,19383,oil paintings (visual works); panel paintings; tondi,8,Renaissance and Baroque Art,1513,1542,ca. 1525-1530,The Holy Family with Saint Elizabeth and the Infant Saint John the Baptist,Painting & Drawing,"Sodoma (Italian, 1477-1549)",http://static.thewalters.org/images/PL1_37.522_VwB_TR_T96.jpg
1562,19414,color woodcuts,1,East Asian Art,1855,1855,1855,Juhachiban no uchi Fudo,Prints,"Utagawa Toyokuni III (Japanese, 1786-1864)",http://static.thewalters.org/images/PS3_95.770_Fnt_DD_JP09.jpg
1563,19434,watercolors (paintings),7,18th and 19th Century Art,1858,1860,1858-1860,Indians Testing Their Bows,Painting & Drawing,"Alfred Jacob Miller (American, 1810-1874)",http://static.thewalters.org/images/PL1_37.1940.189_Fnt_TR_T93II.jpg
1564,19449,oil paintings (visual works),8,Renaissance and Baroque Art,1503,1527,ca. 1515,Madonna and Child,Painting & Drawing,"Bernardino di Mariotto (Italian, 1478-1566)",http://static.thewalters.org/images/PL7_37.641_Fnt_BW.jpg
1565,19454,drawings (visual works),7,18th and 19th Century Art,1810,1810,1810,Portrait of Francois Joseph Talma,Painting & Drawing,"Rembrandt Peale (American, 1778-1860)",http://static.thewalters.org/images/PS1_37.1554_Fnt_DD_T13.jpg
1566,19473,antependia; paintings,12,Medieval Art,1250,1250,1250,Altar Frontal with Christ in Majesty and the Life of Saint Martin,Painting & Drawing,Spanish,http://static.thewalters.org/images/PL1_37.1188_Fnt_TR_T85.jpg
1567,19510,oil paintings (visual works),7,18th and 19th Century Art,1874,1874,1874,In the Trenches,Painting & Drawing,"Alphonse de Neuville (French, 1835-1885)",http://static.thewalters.org/images/ARG_37.118_Fnt_UK.jpg
1568,19518,color woodcuts,1,East Asian Art,1864,1864,1864,Chushin gishi meimei den,Prints,"Yoshitora (Japanese, active ca. 1850-1880)",http://static.thewalters.org/images/PS3_95.827_Fnt_DD_JP09.jpg
1569,19532,albums (books); watercolors,7,18th and 19th Century Art,1855,1859,1855-1859,Gabriel Ravel as the Clown,Painting & Drawing,"Alfred Jacob Miller (American, 1810-1874)",http://static.thewalters.org/images/PS3_37.2453.33_Fnt_DD_KI13.jpg
1570,19552,color woodcuts,1,East Asian Art,1829,1854,ca. 1841-1842,Tokaido gojusan tsugi no uchi,Prints,"Ando Hiroshige (Japanese, 1797-1858)",http://static.thewalters.org/images/PS3_95.57_Fnt_DD_JP09.jpg
1571,19559,paintings,7,18th and 19th Century Art,1728,1752,ca. 1740-49,Portrait of a Lady Holding a Book,Painting & Drawing,"Attributed to George Beare (British, active 1738-49)",http://static.thewalters.org/images/PS1_37.232_Fnt_DD_T16-tms.jpg
1572,19567,oil paintings (visual works); portraits,8,Renaissance and Baroque Art,1550,1600,2nd half 16th century,Portrait of a Man,Painting & Drawing,Venetian (Italian),http://static.thewalters.org/images/PL7_37.521_Fnt_BW.jpg
1573,19577,paintings,8,Renaissance and Baroque Art,1644,1644,1644,Joseph Thrown into a Pit,Painting & Drawing,"David Colyn (Dutch, ca. 1582-after 1668)",http://static.thewalters.org/images/PL7_37.2434_Fnt_BW.jpg
1574,19614,icons; triptychs,12,Medieval Art,1501,1600,16th century,Virgin Mary,Painting & Drawing,Russian,http://static.thewalters.org/images/PL9_37.568A_Fnt_SL_T.jpg
1575,19634,albums (books); drawings; watercolors,7,18th and 19th Century Art,1825,1825,1825,"Recollections, Woolferz Cutter",Painting & Drawing,"Alfred Jacob Miller (American, 1810-1874)",http://static.thewalters.org/images/PS3_37.2468.26_Fnt_DD_KI13.jpg
1576,19645,albums (books); watercolors,7,18th and 19th Century Art,1855,1859,1855-1859,Fran\xc3\xa7oise Ravel as Starchington,Painting & Drawing,"Alfred Jacob Miller (American, 1810-1874)",http://static.thewalters.org/images/PS3_37.2453.20_Fnt_DD_KI13.jpg
1577,19667,woodblock prints,1,East Asian Art,1897,1897,1897,Fuzoku ga,Prints,"Miyagawa Shuntei (Japanese, 1873-1914)",http://static.thewalters.org/images/PS3_95.647_Fnt_DD_JP09.jpg
1578,19669,panel paintings,8,Renaissance and Baroque Art,1458,1482,ca. 1470,Madonna Adoring the Child,Painting & Drawing,"Master of the Castello Nativity (Italian, active 2nd half 15th century)",http://static.thewalters.org/images/PL2_37.467_Fnt_NG_3093.jpg
1579,19670,panel paintings,8,Renaissance and Baroque Art,1490,1500,1490-1500,Piet\xc3\xa1,Painting & Drawing,"Workshop of Giovanni Bellini (Italian, born 1431-1436, died 1516)",http://static.thewalters.org/images/PL7_37.1903_Fnt_BW.jpg
1580,19675,paintings,65,South and Southeast Asian Art,1901,1950,1st half 20th century,Narrative Scroll: Vessantara Jataka,Painting & Drawing,Thai,http://static.thewalters.org/images/CUR_35.288_LtRtCtr_DD_2013_merged.jpg
1581,19710,paintings; altarpieces,8,Renaissance and Baroque Art,1450,1460,shortly after 1450,Virgin and Child Enthroned with Four Saints,Painting & Drawing,"Neri di Bicci (Italian, 1418-1492)",http://static.thewalters.org/images/PS1_37.700_BTFntCc_DD_T15-tms.jpg
1582,19720,color woodcuts,1,East Asian Art,1854,1855,1854-1855,Kanadehon chushingura,Prints,"Utagawa Kuniyoshi (Japanese, 1798-1861)",http://static.thewalters.org/images/PS3_95.119_Fnt_DD_JP09.jpg
1583,19735,watercolors (paintings); paintings,7,18th and 19th Century Art,1889,1896,1889-1896,Famille Rose Plate,Painting & Drawing,"James Callowhill (American, 1838-1917)",http://static.thewalters.org/images/PS1_37.2635_Fnt_DD_T16-tms.jpg
1584,19749,paintings,7,18th and 19th Century Art,1838,1862,ca. 1850,Portrait of Decatur Howard Miller,Painting & Drawing,"Alfred Jacob Miller (American, 1810-1874)",http://static.thewalters.org/images/PS1_37.2558_DD_T06.jpg
1585,19755,oil paintings (visual works),8,Renaissance and Baroque Art,1719,1721,1719-1721,Scipio Africanus Freeing Massiva,Painting & Drawing,"Giovanni Battista Tiepolo (Italian, 1696-1770)",http://static.thewalters.org/images/PL1_37.657_Fnt_TR_T96II.jpg
1586,19759,oil paintings (visual works); panel paintings,7,18th and 19th Century Art,1823,1852,ca. 1835-1840,A Bright Day,Painting & Drawing,"Jules Dupr\xc3\xa9 (French, 1811-1889)",http://static.thewalters.org/images/PS1_37.38_Fnt_DD_T09.jpg
1587,19760,oil paintings (visual works),7,18th and 19th Century Art,1847,1847,1847,Clearing Up--Coast of Sicily,Painting & Drawing,"Andreas Achenbach (German, 1815-1910)",http://static.thewalters.org/images/PL1_37.116_Fnt_TR_T95.jpg
1588,19792,oil paintings (visual works),8,Renaissance and Baroque Art,1609,1700,1609-1700,The Virgin in Prayer,Painting & Drawing,"Workshop of Sassoferrato (Italian, 1609-1685)",http://static.thewalters.org/images/PL7_37.1823_Fnt_BW.jpg
1589,19799,tangkas; tankas; thangkas; thankas,1,East Asian Art,1700,1799,18th century,Cosmic Mount Meru,Painting & Drawing,Chinese (?),http://static.thewalters.org/images/PS1_35.302_Fnt_DD_T08.jpg
1590,19806,drawings (visual works),7,18th and 19th Century Art,1811,1889,19th century,Allegorical Figure of Music,Painting & Drawing,"Eduard Julius Friedrich Bendemann (German, 1811-1889)",http://static.thewalters.org/images/PS1_37.1230_Fnt_DD_T10.jpg
1591,19811,drawings (visual works),7,18th and 19th Century Art,1810,1874,mid 19th century,Abraham and the Angel,Painting & Drawing,"Alfred Jacob Miller (American, 1810-1874)",http://static.thewalters.org/images/PS3_37.2718_Fnt_DD_KI13.jpg
1592,19820,photographs; portraits,7,18th and 19th Century Art,1860,1861,probably 1860-1861,Mrs. Rossetti,Painting & Drawing,"Attributed to Dante Gabriel Rossetti (English, 1828-1882)",http://static.thewalters.org/images/PS1_38.419_Fnt_DD_T13.jpg
1593,19821,oil paintings (visual works); panel paintings,8,Renaissance and Baroque Art,1518,1542,ca. 1530,Saint Jerome in the Wilderness,Painting & Drawing,"Attributed to Pier Antonio Palmerini (Italian, died 1538)",http://static.thewalters.org/images/PL7_37.1119_Fnt_BW.jpg
1594,19824,drawings (visual works),7,18th and 19th Century Art,1825,1849,ca. 1837,Escaping from a War Party,Painting & Drawing,"Alfred Jacob Miller (American, 1810-1874)",http://static.thewalters.org/images/PS3_37.2437_Fnt_DD_KI13.jpg
1595,19826,paintings,12,Medieval Art,1328,1352,ca. 1340,The Crucifixion and Saint Christopher,Painting & Drawing,School of Pisa (Italian),http://static.thewalters.org/images/PL2_37.724_Fnt_BW.jpg
1596,19835,paintings,8,Renaissance and Baroque Art,1498,1522,ca. 1510,Madonna and Child,Painting & Drawing,"Master of the Liverpool Madonna (Italian, active 15th and early 16th century)",http://static.thewalters.org/images/PL7_37.482_Fnt_BW.jpg
1597,19855,watercolors (paintings),7,18th and 19th Century Art,1838,1881,ca. 1850s-1860s,Standing Lion,Painting & Drawing,"Antoine-Louis Barye (French, 1795 - 1875)",http://static.thewalters.org/images/PL1_37.832_Fnt_TR_T05II.jpg
1598,19875,color woodcuts,1,East Asian Art,1864,1888,ca. 1876-77,Katsugo Kijutsu kurabe,Prints,"Toyohara Kunichika (Japanese, 1835-1900)",http://static.thewalters.org/images/PS3_95.424_Fnt_DD_JP09.jpg
1599,19883,oil paintings (visual works),7,18th and 19th Century Art,1859,1859,1859,The Catskills,Painting & Drawing,"Asher Brown Durand (American, 1796-1886)",http://static.thewalters.org/images/PS1_37.122_Fnt_DD_T09.jpg
1600,19904,paintings; tangkas; tankas; thangkas; thankas,65,South and Southeast Asian Art,1400,1450,1400-1450,Arhat Rahula,Painting & Drawing,Tibetan,http://static.thewalters.org/images/PL7_f.209_Fnt_TR-tms.jpg
1601,19929,watercolors (paintings),7,18th and 19th Century Art,1864,1864,1864,"Moonlight Scene, Houses in Background",Painting & Drawing,"L\xc3\xa9on Bonvin (French, 1834-1866)",http://static.thewalters.org/images/PL7_37.1514_Fnt_TR.jpg
1602,19940,color woodcuts,1,East Asian Art,1859,1859,1859,Hanazakari bijin sen,Prints,"Toyohara Kunichika (Japanese, 1835-1900)",http://static.thewalters.org/images/PS3_95.345_Fnt_DD_JP091.jpg
1603,19948,drawings (visual works),7,18th and 19th Century Art,1865,1865,1865,"Study for ""Jacob\'s Dream""",Painting & Drawing,"Gustave Dor\xc3\xa9 (French, 1832-1883)",http://static.thewalters.org/images/PL1_37.1319_Fnt_TR_T02IV.jpg
1604,19962,color woodcuts,1,East Asian Art,1887,1887,1887,Gekko zuihitsu,Prints,"Ogata Gekko (Japanese, 1859 - 1920)",http://static.thewalters.org/images/PS3_95.488_Fnt_DD_JP09.jpg
1605,19983,oil paintings (visual works); panel paintings,7,18th and 19th Century Art,1860,1881,before 1881,"Poultry Market, Tangiers",Painting & Drawing,"Jos\xc3\xa9 Villegas Cordero (Spanish, 1844-1921)",http://static.thewalters.org/images/PS1_37.107_Fnt_DD_T16-tms.jpg
1606,19999,rubbings,1,East Asian Art,1209,1209,1209,The Chinese Monk Budai,Prints,Chinese,http://static.thewalters.org/images/PL7_96.35_Fnt_BW.jpg
1607,20010,oil paintings (visual works),8,Renaissance and Baroque Art,1764,1764,1764,Allegory of Painting,Painting & Drawing,"Domenico Corvi (Italian, 1721-1803)",http://static.thewalters.org/images/PL1_37.1011_Fnt_TR_T95IV.jpg
1608,20026,oil paintings (visual works),7,18th and 19th Century Art,1885,1909,ca. 1897,Village on the Bank of a Stream,Painting & Drawing,"Frits Thaulow (Norwegian, 1847-1906)",http://static.thewalters.org/images/ARG_37.175_Fnt_UK.jpg
1609,20036,watercolors (paintings),7,18th and 19th Century Art,1858,1860,1858-1860,Lake Scene (Wind River Mountain),Painting & Drawing,"Alfred Jacob Miller (American, 1810-1874)",http://static.thewalters.org/images/PL1_37.1940.59_Fnt_TR_I.jpg
1610,20052,paintings; albums; folios (leaves),1,East Asian Art,1816,1828,1816-1828,Misty Mountains,Painting & Drawing,"Isen'in Hoin Eishin (Japanese, 1775-1828)",http://static.thewalters.org/images/PS3_35.168.5_Fnt_DD_T09.jpg
1611,20071,color woodcuts,1,East Asian Art,1833,1857,ca. 1845-1846,Tokaido gojusan tsui,Prints,"Ando Hiroshige (Japanese, 1797-1858)",http://static.thewalters.org/images/PS3_95.563_Fnt_DD_JP09.jpg
1612,20073,kakemono; scroll paintings,1,East Asian Art,1701,1800,18th century,Lady with Mirror,Painting & Drawing,Chinese,http://static.thewalters.org/images/PS1_35.9_Fnt_DD_T09.jpg
