order,ObjectID,ObjectName,CollectionID,Collection,DateBeginYear,DateEndYear,DateText,Title,Classification,Creator,PrimaryImage
581,7405,color woodcuts,1,East Asian Art,1850,1874,ca. 1862 (?),Jitsukawa Enjiro saigo monogatari,Prints,"Utagawa Yoshitaki (Japanese, 1841-1899)",http://static.thewalters.org/images/PS3_95.363_Fnt_DD_JP09.jpg
582,7415,albums (books); sketches,7,18th and 19th Century Art,1810,1874,1810-1874,Ringing the New Year In,Painting & Drawing,"Alfred Jacob Miller (American, 1810-1874)",http://static.thewalters.org/images/PS3_37.2553.1_Fnt_DD_KI13.jpg
583,7424,drawings (visual works),7,18th and 19th Century Art,1860,1884,ca. 1872,"Study for ""Hope""",Painting & Drawing,"Pierre Puvis de Chavannes (French, 1824-1898)",http://static.thewalters.org/images/PL1_37.2456_Fnt_TR_T02II.jpg
584,7447,albums (books); folio (leaves); paintings,1,East Asian Art,1401,1500,15th century,Under the Pine,Painting & Drawing,Chinese,http://static.thewalters.org/images/PS1_35.71_Fnt_DD_T09.jpg
585,7461,paintings; drawings,7,18th and 19th Century Art,1859,1859,1859,Rabbits,Painting & Drawing,"William Jacob Hays Sr. (American, 1830-1875)",http://static.thewalters.org/images/PS1_37.1574_Fnt_DD_T13.jpg
586,7468,watercolors (paintings),7,18th and 19th Century Art,1858,1860,1858-1860,Beating a Retreat,Painting & Drawing,"Alfred Jacob Miller (American, 1810-1874)",http://static.thewalters.org/images/PS3_37.1940.95_Fnt_DD_KI13.jpg
587,7502,drawings (visual works),7,18th and 19th Century Art,1865,1865,1865,Old Man Placing Palm on Basket,Painting & Drawing,"Pierre-\xc3\x89douard Fr\xc3\xa8re (French, 1819-1886)",http://static.thewalters.org/images/ARG_37.1416_Fnt_UK.jpg
588,7514,albums (books); drawings; watercolors,7,18th and 19th Century Art,1825,1870,1825-1870,"After the ""Slap Up"" Party of Last Night!",Painting & Drawing,"Alfred Jacob Miller (American, 1810-1874)",http://static.thewalters.org/images/PS3_37.2468.7_Fnt_DD_KI13.jpg
589,7546,paintings; portraits,7,18th and 19th Century Art,1848,1872,ca. 1860,Portrait of Jennie Walters as a Little Girl,Painting & Drawing,"George Augustus Baker (American, 1821-1880)",http://static.thewalters.org/images/PL1_37.1207_Fnt_TR_T90II.jpg
590,7551,drawings (visual works),7,18th and 19th Century Art,1859,1859,1859,Three Turkeys,Painting & Drawing,"David Hunter Strother (American, 1816-1888)",http://static.thewalters.org/images/PS3_37.1973_Fnt_DD_KI13.jpg
591,7573,paintings; tankas,65,South and Southeast Asian Art,1701,1900,18th-19th century,Large Mandala with Seven Buddhist Figures,Painting & Drawing,Tibetan,http://static.thewalters.org/images/PL2_35.106_Fnt_NF_H53.jpg
592,7585,woodblock prints,1,East Asian Art,1838,1862,ca. 1850-1855,A Conversation,Prints,"Konishi Hirosada (Japanese, 1810-1864)",http://static.thewalters.org/images/PS3_95.98_Fnt_DD_JP09.jpg
593,7592,color woodcuts,1,East Asian Art,1899,1899,1899,Nogaku zue,Prints,"Sakamaki Kogyo (Japanese, 1869-1927)",http://static.thewalters.org/images/PS3_95.281_Fnt_DD_JP09.jpg
594,7603,watercolors (paintings),7,18th and 19th Century Art,1888,1912,ca. 1900,Sketch for the Tiffany Iris Corsage Ornament,Painting & Drawing,"George Paulding Farnham (American, 1859-1927)",http://static.thewalters.org/images/PL1_37.2632_Fnt_TR_T96IV.jpg
595,7610,oil paintings (visual works),8,Renaissance and Baroque Art,1630,1640,1630-1640,The Holy Family with Saints and Angels,Painting & Drawing,Venetian (Italian),http://static.thewalters.org/images/PL7_37.1076_Fnt_BW_H74.jpg
596,7639,watercolors (paintings),7,18th and 19th Century Art,1865,1865,1865,Vase of Wild Flowers,Painting & Drawing,"L\xc3\xa9on Bonvin (French, 1834-1866)",http://static.thewalters.org/images/PS1_37.1670_Fnt_DD_T11.jpg
597,7649,watercolors,7,18th and 19th Century Art,1800,1899,19th century,Woodland and River Scene,Painting & Drawing,German,http://static.thewalters.org/images/PS1_37.1251_Fnt_DD_T13.jpg
598,7673,color woodcuts,1,East Asian Art,1849,1850,1849-50,Sono sugata Murasaki no utsushi-e,Prints,"Utagawa Toyokuni III (Japanese, 1786-1864)",http://static.thewalters.org/images/PS3_95.468_Fnt_DD_JP09.jpg
599,7684,oil paintings (visual works),7,18th and 19th Century Art,1790,1840,ca. 1815,A Harvest Shower,Painting & Drawing,"William Collins (British, 1788-1847)",http://static.thewalters.org/images/PL9_37.228_Fnt_SL_C80.jpg
600,7699,oil paintings (visual works),7,18th and 19th Century Art,1817,1817,1817,Riderless Racers at Rome,Painting & Drawing,"Th\xc3\xa9odore G\xc3\xa9ricault (French, 1791-1824)",http://static.thewalters.org/images/PL1_37.189_Fnt_TR_C82.jpg
601,7707,paintings; polyptychs; pinnacles,8,Renaissance and Baroque Art,1458,1482,ca. 1470,The Prophet Joseph,Painting & Drawing,"Niccol\xc3\xb2 da Foligno (Italian, ca. 1420-1502)",http://static.thewalters.org/images/PS1_37.620C_BefTrtFnt_DD_T09.jpg
602,7711,color woodcuts,1,East Asian Art,1858,1858,1858,"The Actor Iwai Kumesabur\xc5\x8d III Performing as the Girl Yae, later Seyama",Prints,"Utagawa Toyokuni III (Japanese, 1786-1864)",http://static.thewalters.org/images/PS3_95.756_Fnt_DD_JP09.jpg
603,7721,watercolors (paintings),7,18th and 19th Century Art,0,0,n.d.,"Interior, St. Etienne du Mont, Paris",Painting & Drawing,"Charles Louis Lesaint (French, 1795-after 1843)",http://static.thewalters.org/images/PS1_37.1363_Fnt_DD_T09.jpg
604,7725,color woodcuts,1,East Asian Art,1882,1882,1882,Yoshitoshi ryakuga,Prints,"Taiso Yoshitoshi (Japanese, 1839-1892)",http://static.thewalters.org/images/PS3_95.353_Fnt_DD_JP091.jpg
605,7737,paintings,31,Modern and Contemporary Art,1900,1925,early 20th century,Landscape,Painting & Drawing,"Roderic O'Conor (Irish, 1860-1940)",http://static.thewalters.org/images/PL9_37.2603_Fnt_SL_T.jpg
606,7775,oil paintings (visual works),7,18th and 19th Century Art,1855,1870,1855-1870,The Young Cook,Painting & Drawing,"Th\xc3\xa9odule Ribot (French, 1823-1891)",http://static.thewalters.org/images/PL1_37.3_Fnt_TR_T99II.jpg
607,7795,watercolors (paintings),7,18th and 19th Century Art,1867,1868,1867-1868,"Fisherman, Seville",Painting & Drawing,"Mart\xc3\xadn Rico y Ortega (Spanish, 1833-1908)",http://static.thewalters.org/images/PS1_37.953_Fnt_DD_T12.jpg
608,7814,albums (books); drawings; watercolors,7,18th and 19th Century Art,1825,1870,1825-1870,The Dreamer. Building Air-castles.,Painting & Drawing,"Alfred Jacob Miller (American, 1810-1874)",http://static.thewalters.org/images/PS3_37.2468.48_Fnt_DD_KI13.jpg
609,7816,kakemono; scroll paintings,1,East Asian Art,1825,1875,mid 19th century,White Heron in a Lotus Pond,Painting & Drawing,"Okamoto Shuki (Japanese, 1807-1862)",http://static.thewalters.org/images/PL7_35.131_Fnt_BW_T86.jpg
610,7819,drawings (visual works),7,18th and 19th Century Art,1872,1872,1872,Afflicted with the Jim-Jams,Painting & Drawing,"Alfred Jacob Miller (American, 1810-1874)",http://static.thewalters.org/images/PS3_37.2685_Fnt_DD_KI13.jpg
611,7826,color woodcuts,1,East Asian Art,1847,1848,1847-1848,Seichu gishi den,Prints,"Utagawa Kuniyoshi (Japanese, 1798-1861)",http://static.thewalters.org/images/PS3_95.12_Fnt_DD_JP09.jpg
612,7872,sketches; drawing,7,18th and 19th Century Art,1800,1899,19th century,Studies After G\xc3\xa9ricault,Painting & Drawing,"Antoine-Louis Barye (French, 1795 - 1875)",http://static.thewalters.org/images/PL2_37.2020_Fnt_BW.jpg
613,7896,oil paintings (visual works),7,18th and 19th Century Art,1860,1860,mid 1860s,News from Afar,Painting & Drawing,"Alfred Stevens (Belgian, 1823-1906)",http://static.thewalters.org/images/PS1_37.183_DD_AST18-tms.jpg
614,7902,watercolors (paintings),7,18th and 19th Century Art,1864,1864,1864,The Omnibus,Painting & Drawing,"Honor\xc3\xa9 Daumier (French, 1808-1879)",http://static.thewalters.org/images/PL1_37.1227_Fnt_TR_II.jpg
615,7907,paintings,7,18th and 19th Century Art,1777,1839,late 18th-early 19th century,Portrait of H. R. H. Charlotte Caroline Augusta (1796-1817),Painting & Drawing,"Copy after James Lonsdale (English, 1777-1839)",http://static.thewalters.org/images/PL2_37.766_Fnt_BW_6632.jpg
616,7911,color woodcuts,1,East Asian Art,1847,1848,1847-1848,Seichu gishi den,Prints,"Utagawa Kuniyoshi (Japanese, 1798-1861)",http://static.thewalters.org/images/PS3_95.48_Fnt_DD_JP09.jpg
617,7914,predellas; altarpieces; panel paintings,8,Renaissance and Baroque Art,1426,1426,1426,Four Panels from a Predella,Painting & Drawing,"Giovanni di Paolo (Italian, active ca. 1420-1482)",http://static.thewalters.org/images/PS1_37.489A_AftTrt_DD_T10.jpg
618,7916,oil paintings (visual works),7,18th and 19th Century Art,1864,1864,1864,Oedipus and the Sphinx,Painting & Drawing,"Jean-Auguste-Dominique Ingres (French, 1780-1867)",http://static.thewalters.org/images/PL1_37.9_Fnt_TR_T03II.jpg
619,7927,drawings (visual works),7,18th and 19th Century Art,1828,1906,1828-1906,People Leaving Church in Winter,Painting & Drawing,"Andr\xc3\xa9-Henri Dargelas (French, 1828-1906)",http://static.thewalters.org/images/ARG_37.1317_Fnt_UK.jpg
620,7939,oil paintings (visual works),7,18th and 19th Century Art,1880,1880,1880,"Syria, The Night Watch",Painting & Drawing,"Briton Riviere (English, 1840-1920)",http://static.thewalters.org/images/PL1_37.84_Fnt_TR_T98II.jpg
621,7944,albums (books),1,East Asian Art,0,0,n.d.,Leaf from Album Depicting Small Birds,Painting & Drawing,Japanese,http://static.thewalters.org/images/PS1_35.172.2_Fnt_DD_T09.jpg
622,7952,albums (books); folios (leaves),1,East Asian Art,1748,1749,1748-1749,Colophon Page of Album with Calligraphy,Painting & Drawing,"Chang Jo-ch'eng (Chinese, active 1745)",http://static.thewalters.org/images/PS1_35.196.6B_Fnt_DD_T09.jpg
623,7962,mummy portraits; death masks,4,Ancient Art,158,180,ca. 170-180 CE,Mummy Portrait of a Bearded Man,Painting & Drawing,Egyptian,http://static.thewalters.org/images/PL1_32.6_Fnt_TR_T01.jpg
624,7967,altarpieces; paintings,8,Renaissance and Baroque Art,1495,1500,1495-1500,The Arrest of Christ,Painting & Drawing,"Bernhard Strigel (German, 1460-1528)",http://static.thewalters.org/images/PL1_37.666_Fnt_TR_T89III.jpg
625,7970,paintings,7,18th and 19th Century Art,1850,1900,second half 19th century,Forest Scene,Painting & Drawing,"Paul Weber (German, 1823-1916)",http://static.thewalters.org/images/PS1_37.1259_Fnt_DD_T10.jpg
626,7975,paintings; portraits,7,18th and 19th Century Art,1830,1878,1830-1878,Portrait of Jane Breckenridge,Painting & Drawing,"Alfred Jacob Miller (American, 1810-1874)",http://static.thewalters.org/images/PS1_37.2595_Fnt_DD_T14.jpg
627,7985,oil paintings (visual works); panel paintings,7,18th and 19th Century Art,1849,1873,ca. 1861,The Edicts of Charles V,Painting & Drawing,"Jean August Hendrik Leys (Belgian, 1815-1869)",http://static.thewalters.org/images/PS1_37.123_Fnt_DD_T11.jpg
628,8020,kakemono; scroll paintings,1,East Asian Art,1400,1450,1400-1450,Blue and Green Landscape,Painting & Drawing,Shih Jui (Chinese),http://static.thewalters.org/images/PS1_35.10_Fnt_DD_T09.jpg
629,8029,watercolors (paintings),7,18th and 19th Century Art,1825,1860,ca. 1850-1860,Python in a Tree,Painting & Drawing,"Antoine-Louis Barye (French, 1795 - 1875)",http://static.thewalters.org/images/PL1_37.817_Fnt_TR_T02II.jpg
630,8050,color woodcuts,1,East Asian Art,1872,1884,1872-1884,Ichimura Kakitsu V (Uzaemon XIV),Prints,"Toyohara Kunichika (Japanese, 1835-1900)",http://static.thewalters.org/images/PS3_95.426_Fnt_DD_JP09.jpg
631,8051,icons; triptychs,8,Renaissance and Baroque Art,1500,1599,16th century,"Triptych with Saints Andrew, Peter, Paul and Veronica Holding the Sudarium",Painting & Drawing,"Attributed to Giovanni Maria Sculupa (Italian, 16th century)",http://static.thewalters.org/images/PL2_37.630_Fnt_NG_642A-643A.jpg
632,8079,paintings,7,18th and 19th Century Art,1947,1947,1947,Portrait of Henry Walters,Painting & Drawing,"Frank O. Salisbury (English, 1874-1962)",http://static.thewalters.org/images/PS1_37.2000_Fnt_DD_T07.jpg
633,8084,oil paintings (visual works),7,18th and 19th Century Art,1872,1872,1872,Hope,Painting & Drawing,"Pierre Puvis de Chavannes (French, 1824-1898)",http://static.thewalters.org/images/PL1_37.156_Fnt_TR_C80II.jpg
634,8100,paintings,8,Renaissance and Baroque Art,1635,1638,1635-1638,Still Life with Chinese Bowl and Vase of Flowers,Painting & Drawing,"Isaak Soreau (Dutch, 1604-after 1638)",http://static.thewalters.org/images/PS1_37.1902_Fnt_DD_T12.jpg
635,8101,drawings (visual works),7,18th and 19th Century Art,1873,1873,1873,"Sketch for ""Mud Pies""",Painting & Drawing,"Ludwig Knaus (German, 1829-1910)",http://static.thewalters.org/images/PS1_37.2601_Fnt_DD_T10.jpg
636,8102,color woodcuts,1,East Asian Art,1838,1862,ca. 1850,Naozane Beckons to Atsumori,Prints,Sadayoshi,http://static.thewalters.org/images/PS3_95.745_Fnt_DD_JP09.jpg
637,8112,color woodcuts,1,East Asian Art,0,0,n.d.,"Two Men Fghting, People Watch in Stands",Prints,Japanese,http://static.thewalters.org/images/PS3_95.376_Fnt_DD_JP091.jpg
638,8119,paintings,8,Renaissance and Baroque Art,1701,1800,18th century,Landscape with Classical Ruins,Painting & Drawing,"Follower of Jan Frans van Bloemen (Flemish, 1662-1749)",http://static.thewalters.org/images/PL2_37.1716_Fnt_BW_H43.jpg
639,8129,watercolors (paintings),7,18th and 19th Century Art,1858,1860,1858-1860,"Snake Indian Pursuing ""Crow"" Horse Thief",Painting & Drawing,"Alfred Jacob Miller (American, 1810-1874)",http://static.thewalters.org/images/PL1_37.1940.145_Fnt_TR_I.jpg
640,8131,albums (books); paintings; folios (leaves),1,East Asian Art,1876,1876,1876,"Leaf from Album Depicting Birds, Flowers, Landscapes, and Flower Pots",Painting & Drawing,"Yoshizawa Setsuan (Japanese, 1809-1889)",http://static.thewalters.org/images/PS3_35.174.12A_Fnt_DD_T09.jpg
641,8148,panel paintings; predellas,8,Renaissance and Baroque Art,1533,1557,ca. 1545,The Last Supper,Painting & Drawing,"Giorgio Vasari II (Italian, 1511-1574)",http://static.thewalters.org/images/PL9_37.1177_Fnt_SL.jpg
642,8168,oil paintings (visual works),8,Renaissance and Baroque Art,1550,1600,2nd half 16th century,Portrait of a Woman as Cleopatra,Painting & Drawing,Venetian (Italian),http://static.thewalters.org/images/PL7_37.534_Fnt_TR_T93.jpg
643,8177,drawings (visual works),7,18th and 19th Century Art,1866,1866,1866,The Twelve Months: December,Painting & Drawing,"Paul Gavarni (French, 1804-1866)",http://static.thewalters.org/images/PS1_37.1474_Fnt_DD_T13.jpg
644,8184,watercolors (paintings),7,18th and 19th Century Art,1863,1887,ca. 1875,Bouquet of Wildflowers,Painting & Drawing,"Gerardina Jacoba Van De Sande Bakhuyzen (Dutch, 1826-1895)",http://static.thewalters.org/images/PS1_37.1234_Fnt_DD_T13.jpg
645,8186,oil paintings (visual works),7,18th and 19th Century Art,1871,1871,1871,The Hopeless Case,Painting & Drawing,"Antonio Rotta (Italian, 1828-1903)",http://static.thewalters.org/images/PS1_37.182_Fnt_DD_T14.jpg
646,8187,paintings; triptychs,12,Medieval Art,1368,1412,ca. 1380-1400,Madonna and Child Enthroned with Saints,Painting & Drawing,"Master of the Panzano Triptych (Italian, active 14th century)",http://static.thewalters.org/images/PS1_37.728_FntCc_DD_T14.jpg
647,8206,paintings,1,East Asian Art,1900,1950,1900-1950,Bamboo,Painting & Drawing,Japanese,http://static.thewalters.org/images/PS1_35.169_Fnt_DD_T09.jpg
648,8211,oil paintings (visual works); panel paintings,7,18th and 19th Century Art,1853,1853,1853,Mare with Foal,Painting & Drawing,"John Frederick Herring, Sr. (English, 1795-1865)",http://static.thewalters.org/images/PL2_37.19_Fnt_BW_H69.jpg
649,8243,oil paintings (visual works),8,Renaissance and Baroque Art,1748,1772,ca. 1760,The Music Lesson,Painting & Drawing,"Pietro Longhi (Italian, ca. 1701-1785)",http://static.thewalters.org/images/PL1_37.397_Fnt_TR_T86III.jpg
650,8251,watercolors (paintings),7,18th and 19th Century Art,1855,1857,1855-1857,Old Man in a White Coat,Painting & Drawing,"Paul Gavarni (French, 1804-1866)",http://static.thewalters.org/images/PS1_37.1422_Fnt_DD_T13.jpg
651,8257,oil paintings (visual works); panel paintings,8,Renaissance and Baroque Art,1513,1537,ca. 1525,Saint Bruno,Painting & Drawing,"Girolamo Marchesi (Italian, 1471 (?) 1481 (?)-1540 (?) 1550 (?))",http://static.thewalters.org/images/PS1_37.423_Fnt_DD_T07.jpg
652,8273,color woodcuts,1,East Asian Art,1770,1820,1770-1820,Comic Ballad: Revenge at Tenka Teahouse,Prints,"Katsukawa Shuntei (Japanese, 1770-1820)",http://static.thewalters.org/images/PS3_95.609B_Fnt_DD_JP09.jpg
653,8301,paintings,65,South and Southeast Asian Art,1880,1910,1880-1910,The Great Departure of the Buddha,Painting & Drawing,Thai,http://static.thewalters.org/images/PS1_35.119_Fnt_DD_T12.jpg
654,8318,drawings (visual works); sketches,7,18th and 19th Century Art,1838,1881,ca. 1850s-1860s,Landscape with Hills and Rocks,Painting & Drawing,"Antoine-Louis Barye (French, 1795 - 1875)",http://static.thewalters.org/images/PL2_37.2114_Fnt_BW_H49.jpg
655,8324,watercolors (paintings); tailpieces,7,18th and 19th Century Art,1859,1859,1859,"Illuminated Tailpiece with Thistle and a Skull for William T. Walters\' Drawing Album ""Original Sketches""",Painting & Drawing,C. M. B. (American),http://static.thewalters.org/images/PS3_37.1948_Fnt_DD_KI13.jpg
656,8328,sketches; drawings,7,18th and 19th Century Art,1828,1828,1828,Sketches of Head of Lioness,Painting & Drawing,"Antoine-Louis Barye (French, 1795 - 1875)",http://static.thewalters.org/images/PL2_37.2218_Fnt_NF_H49.jpg
657,8333,albums (books); paintings,1,East Asian Art,1801,1900,19th century,Album of 8 Paintings by Different Artists,Painting & Drawing,Chinese,http://static.thewalters.org/images/PL7_35.100_DetA_Fnt_T86.jpg
658,8334,watercolors (paintings),7,18th and 19th Century Art,1863,1863,1863,"Venice, Evening",Painting & Drawing,"F\xc3\xa9lix Fran\xc3\xa7ois Georges Philibert Ziem (French, 1821-1911)",http://static.thewalters.org/images/PL1_37.942_Fnt_TR_T02II.jpg
659,8338,woodblock prints,1,East Asian Art,1854,1855,1854-1855,Kanadehon chushingura,Prints,"Utagawa Kuniyoshi (Japanese, 1798-1861)",http://static.thewalters.org/images/PS3_95.115_Fnt_DD_JP09.jpg
660,8347,paintings,65,South and Southeast Asian Art,1750,1850,1750-1850,Scenes from the Life of the Buddha,Painting & Drawing,Thai,http://static.thewalters.org/images/CUR_35.143_TopBot_DD_2013_merged.jpg
661,8354,color woodcuts,1,East Asian Art,1899,1899,1899,Nogaku zue,Prints,"Sakamaki Kogyo (Japanese, 1869-1927)",http://static.thewalters.org/images/PS3_95.249_Fnt_DD_JP09.jpg
662,8357,albums (books); folios (leaves); paintings,1,East Asian Art,1851,1851,1851,Leaf from Album Depicting the Sixteen Lohans (Arhats),Painting & Drawing,Shodo-sho (Japanese),http://static.thewalters.org/images/PS3_35.167.16_Fnt_DD_T09.jpg
663,8360,watercolors (paintings),7,18th and 19th Century Art,1838,1869,ca. 1850-1869,Tiger Rolling,Painting & Drawing,"Antoine-Louis Barye (French, 1795 - 1875)",http://static.thewalters.org/images/PL1_37.818_Fnt_TR_T05II.jpg
664,8363,sketches; drawings,7,18th and 19th Century Art,1800,1899,19th century,Drawing of Classical Statues,Painting & Drawing,"Antoine-Louis Barye (French, 1795 - 1875)",http://static.thewalters.org/images/PL2_37.2271_Fnt_BW_H73.jpg
665,8366,watercolors (paintings),7,18th and 19th Century Art,1858,1860,1858-1860,A Young Woman of the Flat Head Tribe,Painting & Drawing,"Alfred Jacob Miller (American, 1810-1874)",http://static.thewalters.org/images/PS1_37.1940.11_Fnt_DD_T06.jpg
666,8384,oil paintings (visual works); panel paintings,8,Renaissance and Baroque Art,1550,1600,1550-1600,The Adoration of the Magi,Painting & Drawing,Venetian (Italian),http://static.thewalters.org/images/PL7_37.1051_Fnt_BW.jpg
667,8388,color woodcuts,1,East Asian Art,1831,1855,ca. 1843-1845,Soga monogatari zue,Prints,"Ando Hiroshige (Japanese, 1797-1858)",http://static.thewalters.org/images/PS3_95.665_Fnt_DD_JP09.jpg
668,8389,paintings; portraits,8,Renaissance and Baroque Art,1560,1568,1560-1568,Portrait of a Woman with a Pomander,Painting & Drawing,"Willem Key (Flemish, ca. 1515-1568) (?)",http://static.thewalters.org/images/PS1_37.807_Fnt_DD_T15-tms.jpg
669,8396,watercolors (paintings),7,18th and 19th Century Art,1864,1864,1864,Exterior of a Church,Painting & Drawing,"Gustave Brion (French, 1824-1877)",http://static.thewalters.org/images/PS1_37.1388_Fnt_DD_T09.jpg
670,8411,oil paintings (visual works),8,Renaissance and Baroque Art,1578,1600,ca. 1590,Portrait of Virginia de' Medici (1568-1615),Painting & Drawing,"Giovanni Maria Butteri (Italian, ca. 1540 - 1606 or 1608)",http://static.thewalters.org/images/PL7_37.1112_Fnt_SL.jpg
671,8441,oil paintings (visual works); panel paintings,7,18th and 19th Century Art,1847,1871,ca. 1859,Diana Reposing,Painting & Drawing,"Paul-Jacques-Aim\xc3\xa9 Baudry (French, 1828-1886)",http://static.thewalters.org/images/PS1_37.12_Fnt_DD_T11.jpg
672,8451,color woodcuts,1,East Asian Art,1858,1858,1858,Honcho eiyu kagami,Prints,"Utagawa Kuniyoshi (Japanese, 1798-1861)",http://static.thewalters.org/images/PS3_95.338_Fnt_DD_JP091.jpg
673,8453,paintings,8,Renaissance and Baroque Art,1501,1600,16th century,St. Catherine Holding a Palm and a Book,Painting & Drawing,"Copy after Bernardino Luini (Italian, ca. 1480-ca. 1532)",http://static.thewalters.org/images/PL7_37.459_Fnt_BW.jpg
674,8457,watercolors (paintings),7,18th and 19th Century Art,1858,1860,1858-1860,Black Hills,Painting & Drawing,"Alfred Jacob Miller (American, 1810-1874)",http://static.thewalters.org/images/PS3_37.1940.195_Fnt_DD_KI13.jpg
675,8458,paintings; fragments; frescoes,8,Renaissance and Baroque Art,1525,1550,1525-1550,A Sibyl,Painting & Drawing,Venetian (Italian),http://static.thewalters.org/images/PL7_37.435_Fnt_BW.jpg
676,8459,kakemono; scroll paintings,1,East Asian Art,1850,1900,1850-1900,Pheasant in Landscape,Painting & Drawing,Japanese,http://static.thewalters.org/images/PL2_35.84_Fnt_NF_C37.jpg
677,8461,paintings,7,18th and 19th Century Art,1806,1830,ca. 1818,The Apotheosis of Nelson,Painting & Drawing,"Pierre Nicolas Legrand (French, 1758-1829)",http://static.thewalters.org/images/PS1_37.205_Fnt_DD_T11.jpg
678,8467,oil paintings (visual works); portraits,8,Renaissance and Baroque Art,1753,1777,ca. 1765,Portrait of Prince Abbondio Rezzonico as Senator of Rome,Painting & Drawing,"Workshop of Pompeo Girolamo Batoni (Italian, 1708-1787)",http://static.thewalters.org/images/PL7_37.263_Fnt_BW.jpg
679,8476,color woodcuts,1,East Asian Art,1897,1897,1897,Nihon hana zue,Prints,"Ogata Gekko (Japanese, 1859 - 1920)",http://static.thewalters.org/images/PS3_95.224_Fnt_DD_JP09.jpg
680,8486,watercolors (paintings),7,18th and 19th Century Art,1888,1912,ca. 1900,"Figure on Beach, Holland",Painting & Drawing,"Charles Paul Gruppe (American, 1860-1940)",http://static.thewalters.org/images/PS1_37.2742_Fnt_DD_T11.jpg
681,8491,oil paintings (visual works),7,18th and 19th Century Art,1853,1853,1853,Replica of The H\xc3\xa9micycle,Painting & Drawing,"Charles B\xc3\xa9ranger (French, 1816-1853)",http://static.thewalters.org/images/PS1_37.83_FntDD_T06.jpg
682,8516,oil paintings (visual works); portraits,7,18th and 19th Century Art,1801,1900,19th century,Portrait of William Wilson Corcoran (1798-1888),Painting & Drawing,"William Oliver Stone (American, 1830-1875)",http://static.thewalters.org/images/PS1_37.69_Fnt_DD_T13.jpg
683,8519,watercolors (paintings),7,18th and 19th Century Art,1859,1859,1859,Suffer the Little Children,Painting & Drawing,"Anton Weber (German, 1833-1909)",http://static.thewalters.org/images/PS1_37.1296_Fnt_DD_T17-tms.jpg
684,8525,panel paintings,8,Renaissance and Baroque Art,1450,1500,2nd half 15th century,Madonna Adoring the Child with the Infant John the Baptist,Painting & Drawing,"Pseudo Pier Francesco Fiorentino (Italian, active 2nd half 15th century)",http://static.thewalters.org/images/PL7_37.637_Fnt_BW.jpg
685,8530,oil paintings (visual works),8,Renaissance and Baroque Art,1488,1512,ca. 1500,The Story of Susanna: her Condemnation,Painting & Drawing,"Master of the Apollo and Daphne Legend (Italian, active ca. 1480-1510)",http://static.thewalters.org/images/PL7_37.480_Fnt_BW.jpg
686,8538,oil paintings (visual works); panel paintings,7,18th and 19th Century Art,1812,1845,1812-1845,Landscape With Windmill,Painting & Drawing,"Attributed to William James M\xc3\xbcller (English, 1812-1845)",http://static.thewalters.org/images/PL2_37.180_Fnt_BW.jpg
687,8543,color woodcuts,1,East Asian Art,1864,1864,1864,Chushin gishi den hotten,Prints,"Yoshitora (Japanese, active ca. 1850-1880)",http://static.thewalters.org/images/PS3_95.785_Fnt_DD_JP09.jpg
688,8559,watercolors (paintings),7,18th and 19th Century Art,1858,1860,1858-1860,Head of a Sioux,Painting & Drawing,"Alfred Jacob Miller (American, 1810-1874)",http://static.thewalters.org/images/PS3_37.1940.23_Fnt_DD_KI13.jpg
689,8582,oil paintings (visual works),7,18th and 19th Century Art,1864,1864,1864,Portrait of Gabrielle des Courtis (?),Painting & Drawing,"Jean-Jacques Henner (French, 1829-1905)",http://static.thewalters.org/images/PL2_37.2657_Fnt_BW_T02.jpg
690,8583,paintings,7,18th and 19th Century Art,1810,1842,before 1842,Scene of Trappers and Indians,Painting & Drawing,"Alfred Jacob Miller (American, 1810-1874)",http://static.thewalters.org/images/PS1_37.2772_Fnt_DD_08.jpg
691,8586,panel paintings; altarpieces,8,Renaissance and Baroque Art,1490,1499,1490-1499,St. Anthony Abbot,Painting & Drawing,"Girolamo di Benvenuto (Italian, 1470 - 1524)",http://static.thewalters.org/images/PL7_37.732_Fnt_BW.jpg
692,8589,albums (books),1,East Asian Art,0,0,n.d.,Leaf from Album Depicting Small Birds,Painting & Drawing,Japanese,http://static.thewalters.org/images/PS1_35.172.8_Fnt_DD_T09.jpg
693,8602,color woodcuts,1,East Asian Art,1841,1899,1841-1899,Mitate taikoki,Prints,"Utagawa Yoshitaki (Japanese, 1841-1899)",http://static.thewalters.org/images/PS3_95.364_Fnt_DD_JP091-2.jpg
694,8658,oil paintings (visual works),8,Renaissance and Baroque Art,1658,1724,1658-1724,Still Life of Flowers and Fruit with Parrot,Painting & Drawing,"Franz Werner von Tamm (German, 1658-1724)",http://static.thewalters.org/images/PL2_37.1673_Fnt_BW_H67.jpg
695,8662,watercolors (paintings),7,18th and 19th Century Art,1862,1862,1862,The Good Sister,Painting & Drawing,"Hugues Merle (French, 1823-1881)",http://static.thewalters.org/images/ARG_37.957_Fnt_BW.jpg
696,8665,sketches; drawings; leaf,7,18th and 19th Century Art,1800,1899,19th century,Python Devouring a Doe,Painting & Drawing,"Antoine-Louis Barye (French, 1795 - 1875)",http://static.thewalters.org/images/PL2_37.2066_Fnt_BW_H49.jpg
